1, 1.000000
2, 0.991974
5, 0.977528
6, 0.982343
7, 0.975923
8, 0.969502
9, 0.958266
12, 0.942215
13, 0.956661
14, 0.955056
15, 0.955056
16, 0.950241
19, 0.926164
20, 0.903692
21, 0.911717
22, 0.953451
23, 0.951846
26, 0.930979
27, 0.919743
28, 0.934189
29, 0.937400
37, 0.918138
40, 0.914928
41, 0.905297
42, 0.913323
43, 0.914928
44, 0.926164
47, 0.945425
48, 0.924559
49, 0.930979
50, 0.911717
51, 0.910112
54, 0.861958
55, 0.855538
56, 0.860353
57, 0.866774
58, 0.855538
61, 0.845907
62, 0.829856
63, 0.831461
64, 0.807384
65, 0.770465
68, 0.712681
69, 0.731942
70, 0.727127
71, 0.746388
72, 0.731942
75, 0.714286
76, 0.719101
77, 0.719101
78, 0.720706
79, 0.720706
82, 0.738363
83, 0.762440
84, 0.760835
85, 0.759230
86, 0.797753
89, 0.818620
90, 0.828250
91, 0.802568
92, 0.826645
93, 0.841091
97, 0.868379
98, 0.858748
99, 0.853933
100, 0.850722
103, 0.833066
104, 0.847512
105, 0.823435
106, 0.820225
107, 0.797753
110, 0.797753
111, 0.794543
112, 0.805778
113, 0.818620
114, 0.820225
117, 0.764045
118, 0.781701
119, 0.772071
124, 0.781701
125, 0.776886
126, 0.746388
127, 0.723917
128, 0.723917
131, 0.733547
132, 0.731942
133, 0.728732
134, 0.728732
135, 0.695024
138, 0.678973
139, 0.667737
140, 0.680578
141, 0.690209
142, 0.678973
145, 0.703050
146, 0.706260
147, 0.678973
148, 0.670947
149, 0.635634
153, 0.638844
154, 0.653291
155, 0.648475
156, 0.650080
159, 0.651685
160, 0.645265
161, 0.638844
162, 0.613162
163, 0.614767
166, 0.605136
167, 0.614767
168, 0.611557
169, 0.608347
170, 0.630819
173, 0.653291
174, 0.640449
175, 0.656501
176, 0.695024
177, 0.678973
180, 0.658106
181, 0.669342
182, 0.693419
183, 0.686998
184, 0.685393
187, 0.678973
188, 0.699839
189, 0.670947
190, 0.675762
191, 0.686998
194, 0.690209
195, 0.693419
196, 0.695024
197, 0.683788
198, 0.642055
201, 0.645265
202, 0.622793
203, 0.621188
204, 0.608347
205, 0.617978
208, 0.637239
209, 0.642055
210, 0.629213
211, 0.635634
212, 0.622793
215, 0.643660
216, 0.642055
217, 0.634029
218, 0.632424
219, 0.627608
222, 0.621188
223, 0.614767
224, 0.606742
225, 0.592295
226, 0.613162
229, 0.587480
230, 0.593900
231, 0.581059
232, 0.582665
233, 0.576244
236, 0.579454
237, 0.584270
238, 0.566613
239, 0.548957
240, 0.552167
243, 0.539326
244, 0.552167
245, 0.515249
246, 0.497592
247, 0.483146
251, 0.483146
252, 0.491172
253, 0.483146
254, 0.492777
257, 0.504013
258, 0.504013
259, 0.504013
260, 0.494382
261, 0.468700
264, 0.436597
265, 0.443018
266, 0.446228
267, 0.430177
268, 0.446228
271, 0.414125
272, 0.428571
280, 0.422151
281, 0.447833
282, 0.455859
285, 0.481541
286, 0.489567
287, 0.475120
288, 0.451043
289, 0.455859
292, 0.475120
293, 0.467095
294, 0.465490
295, 0.460674
296, 0.394864
299, 0.388443
300, 0.382022
301, 0.391653
302, 0.404494
303, 0.398074
306, 0.382022
307, 0.378812
308, 0.362761
309, 0.356340
310, 0.365971
313, 0.369181
314, 0.362761
315, 0.359551
316, 0.357945
317, 0.357945
320, 0.357945
321, 0.325843
322, 0.303371
323, 0.308186
324, 0.308186
327, 0.298555
328, 0.292135
329, 0.293740
330, 0.316212
331, 0.322632
334, 0.314607
335, 0.306581
336, 0.317817
337, 0.337079
338, 0.332263
341, 0.316212
342, 0.327448
343, 0.319422
344, 0.314607
345, 0.330658
348, 0.322632
349, 0.313002
350, 0.322632
351, 0.325843
352, 0.333868
355, 0.322632
356, 0.303371
357, 0.309791
358, 0.308186
359, 0.304976
362, 0.322632
363, 0.345104
364, 0.361156
369, 0.346709
370, 0.378812
371, 0.367576
372, 0.365971
373, 0.362761
376, 0.345104
377, 0.348315
378, 0.341894
379, 0.357945
380, 0.356340
383, 0.359551
384, 0.349920
385, 0.324238
386, 0.325843
387, 0.308186
390, 0.298555
391, 0.298555
392, 0.300161
393, 0.308186
394, 0.304976
397, 0.301766
398, 0.311396
399, 0.298555
400, 0.304976
401, 0.311396
404, 0.308186
