1,344.0,2900.0,2556.0
2,324.0,2936.0,2612.0
3,318.0,2904.0,2586.0
4,308.0,2888.0,2580.0
5,290.0,2854.0,2564.0
6,255.0,2792.0,2537.0
7,235.0,2738.0,2503.0
8,195.0,2682.0,2487.0
9,179.0,2674.0,2495.0
10,164.0,2676.0,2512.0
11,163.0,2664.0,2501.0
12,148.0,2650.0,2502.0
13,153.0,2646.0,2493.0
14,157.0,2638.0,2481.0
15,137.0,2620.0,2483.0
16,114.0,2576.0,2462.0
17,101.0,2558.0,2457.0
18,127.0,2592.0,2465.0
19,113.0,2608.0,2495.0
20,112.0,2612.0,2500.0
21,110.0,2606.0,2496.0
22,104.0,2592.0,2488.0
23,102.0,2586.0,2484.0
24,96.0,2576.0,2480.0
25,93.0,2580.0,2487.0
26,94.0,2574.0,2480.0
27,92.0,2578.0,2486.0
28,103.0,2588.0,2485.0
29,105.0,2588.0,2483.0
30,100.0,2606.0,2506.0
31,96.0,2628.0,2532.0
32,97.0,2612.0,2515.0
33,99.0,2588.0,2489.0
34,104.0,2600.0,2496.0
35,111.0,2598.0,2487.0
36,128.0,2584.0,2456.0
37,9.0,2588.0,2579.0
38,17.0,2586.0,2569.0
39,35.0,2568.0,2533.0
40,47.0,2556.0,2509.0
41,50.0,2534.0,2484.0
42,43.0,2514.0,2471.0
43,30.0,2494.0,2464.0
44,19.0,2506.0,2487.0
45,12.0,2512.0,2500.0
46,9.0,2512.0,2503.0
47,12.0,2526.0,2514.0
48,16.0,2514.0,2498.0
49,24.0,2510.0,2486.0
50,27.0,2514.0,2487.0
51,19.0,2538.0,2519.0
52,8.0,2560.0,2552.0
53,20.0,2546.0,2526.0
54,28.0,2528.0,2500.0
55,35.0,2490.0,2455.0
56,25.0,2494.0,2469.0
57,39.0,2484.0,2445.0
58,60.0,2466.0,2406.0
59,59.0,2426.0,2367.0
60,57.0,2410.0,2353.0
61,70.0,2394.0,2324.0
62,66.0,2374.0,2308.0
63,68.0,2370.0,2302.0
64,74.0,2354.0,2280.0
65,86.0,2378.0,2292.0
66,83.0,2404.0,2321.0
67,83.0,2398.0,2315.0
68,82.0,2394.0,2312.0
69,81.0,2400.0,2319.0
70,81.0,2378.0,2297.0
71,86.0,2366.0,2280.0
72,94.0,2402.0,2308.0
73,102.0,2424.0,2322.0
74,101.0,2466.0,2365.0
75,107.0,2496.0,2389.0
76,107.0,2513.0,2406.0
77,114.0,2487.0,2373.0
78,118.0,2478.0,2360.0
79,121.0,2521.0,2400.0
80,130.0,2551.0,2421.0
81,113.0,2544.0,2431.0
82,96.0,2510.0,2414.0
83,87.0,2491.0,2404.0
84,91.0,2510.0,2419.0
85,97.0,2500.0,2403.0
86,102.0,2493.0,2391.0
87,104.0,2467.0,2363.0
88,108.0,2469.0,2361.0
89,108.0,2469.0,2361.0
90,100.0,2446.0,2346.0
91,100.0,2420.0,2320.0
92,98.0,2430.0,2332.0
93,101.0,2443.0,2342.0
94,108.0,2448.0,2340.0
95,108.0,2472.0,2364.0
96,110.0,2465.0,2355.0
97,105.0,2464.0,2359.0
98,106.0,2455.0,2349.0
99,106.0,2471.0,2365.0
100,106.0,2477.0,2371.0
101,108.0,2471.0,2363.0
102,108.0,2454.0,2346.0
103,106.0,2447.0,2341.0
104,105.0,2438.0,2333.0
105,105.0,2449.0,2344.0
106,111.0,2451.0,2340.0
107,116.0,2465.0,2349.0
108,106.0,2427.0,2321.0
109,103.0,2396.0,2293.0
110,103.0,2369.0,2266.0
111,97.0,2328.0,2231.0
112,95.0,2333.0,2238.0
113,96.0,2347.0,2251.0
114,94.0,2328.0,2234.0
115,92.0,2331.0,2239.0
116,86.0,2313.0,2227.0
117,76.0,2297.0,2221.0
118,75.0,2281.0,2206.0
119,88.0,2219.0,2131.0
120,81.0,2211.0,2130.0
121,76.0,2190.0,2114.0
122,81.0,2215.0,2134.0
123,81.0,2146.0,2065.0
124,86.0,2077.0,1991.0
125,76.0,2015.0,1939.0
126,71.0,2046.0,1975.0
127,53.0,2086.0,2033.0
128,32.0,2045.0,2013.0
129,-36.0,2037.0,2073.0
130,-32.0,2025.0,2057.0
131,-13.0,2021.0,2034.0
132,-19.0,2025.0,2044.0
133,-27.0,2065.0,2092.0
134,-16.0,2085.0,2101.0
135,-11.0,2042.0,2053.0
136,-10.0,2028.0,2038.0
137,-14.0,2034.0,2048.0
138,-27.0,2049.0,2076.0
139,-29.0,2045.0,2074.0
140,-36.0,2062.0,2098.0
141,-46.0,2051.0,2097.0
142,-32.0,2060.0,2092.0
143,-31.0,2068.0,2099.0
144,0.0,2085.0,2085.0
145,8.0,2101.0,2093.0
146,22.0,2103.0,2081.0
147,22.0,2083.0,2061.0
148,21.0,2071.0,2050.0
149,20.0,2081.0,2061.0
150,8.0,2069.0,2061.0
151,8.0,2097.0,2089.0
152,9.0,2094.0,2085.0
153,18.0,2092.0,2074.0
154,19.0,2077.0,2058.0
155,22.0,2059.0,2037.0
156,9.0,2042.0,2033.0
157,6.0,2038.0,2032.0
158,16.0,1985.0,1969.0
159,8.0,1949.0,1941.0
160,9.0,1962.0,1953.0
161,6.0,1964.0,1958.0
162,3.0,1984.0,1981.0
163,7.0,1967.0,1960.0
164,4.0,1962.0,1958.0
165,5.0,1962.0,1957.0
166,13.0,1938.0,1925.0
167,6.0,1935.0,1929.0
168,5.0,1968.0,1963.0
169,8.0,1961.0,1953.0
170,11.0,1967.0,1956.0
171,16.0,1951.0,1935.0
172,10.0,1933.0,1923.0
173,7.0,1933.0,1926.0
174,10.0,1945.0,1935.0
175,13.0,1939.0,1926.0
176,17.0,1925.0,1908.0
177,16.0,1911.0,1895.0
178,22.0,1913.0,1891.0
179,23.0,1918.0,1895.0
180,22.0,1920.0,1898.0
181,25.0,1896.0,1871.0
182,29.0,1868.0,1839.0
183,36.0,1862.0,1826.0
184,30.0,1863.0,1833.0
185,28.0,1872.0,1844.0
186,30.0,1884.0,1854.0
187,39.0,1870.0,1831.0
188,44.0,1877.0,1833.0
189,43.0,1878.0,1835.0
190,42.0,1870.0,1828.0
191,34.0,1855.0,1821.0
192,44.0,1848.0,1804.0
193,48.0,1848.0,1800.0
194,44.0,1852.0,1808.0
195,43.0,1839.0,1796.0
196,38.0,1839.0,1801.0
197,25.0,1831.0,1806.0
198,28.0,1820.0,1792.0
199,25.0,1818.0,1793.0
200,29.0,1816.0,1787.0
201,32.0,1820.0,1788.0
202,19.0,1801.0,1782.0
203,11.0,1788.0,1777.0
204,1.0,1780.0,1779.0
205,-17.0,1770.0,1787.0
206,-18.0,1781.0,1799.0
207,-12.0,1786.0,1798.0
208,-12.0,1773.0,1785.0
209,3.0,1770.0,1767.0
210,18.0,1779.0,1761.0
211,19.0,1777.0,1758.0
212,25.0,1777.0,1752.0
213,30.0,1770.0,1740.0
214,31.0,1740.0,1709.0
215,29.0,1731.0,1702.0
216,35.0,1705.0,1670.0
217,50.0,1713.0,1663.0
218,63.0,1739.0,1676.0
219,58.0,1749.0,1691.0
220,56.0,1724.0,1668.0
221,53.0,1690.0,1637.0
222,55.0,1685.0,1630.0
223,64.0,1721.0,1657.0
224,69.0,1718.0,1649.0
225,80.0,1723.0,1643.0
226,81.0,1742.0,1661.0
227,74.0,1729.0,1655.0
228,72.0,1730.0,1658.0
229,81.0,1733.0,1652.0
230,95.0,1746.0,1651.0
231,118.0,1777.0,1659.0
232,120.0,1790.0,1670.0
233,132.0,1795.0,1663.0
234,148.0,1831.0,1683.0
235,152.0,1848.0,1696.0
236,155.0,1892.0,1737.0
237,134.0,1873.0,1739.0
238,135.0,1853.0,1718.0
239,142.0,1869.0,1727.0
240,137.0,1866.0,1729.0
241,130.0,1863.0,1733.0
242,135.0,1900.0,1765.0
243,142.0,1929.0,1787.0
244,160.0,1949.0,1789.0
245,152.0,1949.0,1797.0
246,160.0,1938.0,1778.0
247,166.0,1942.0,1776.0
248,150.0,1926.0,1776.0
249,135.0,1896.0,1761.0
250,116.0,1878.0,1762.0
251,115.0,1865.0,1750.0
252,116.0,1859.0,1743.0
253,123.0,1868.0,1745.0
254,125.0,1899.0,1774.0
255,119.0,1926.0,1807.0
256,115.0,1942.0,1827.0
257,108.0,1934.0,1826.0
258,112.0,1925.0,1813.0
259,112.0,1941.0,1829.0
260,104.0,1945.0,1841.0
261,98.0,1938.0,1840.0
262,90.0,1948.0,1858.0
263,79.0,1920.0,1841.0
264,92.0,1907.0,1815.0
265,98.0,1929.0,1831.0
266,108.0,1920.0,1812.0
267,103.0,1922.0,1819.0
268,100.0,1942.0,1842.0
269,104.0,1946.0,1842.0
270,98.0,1958.0,1860.0
271,98.0,1969.0,1871.0
272,100.0,1964.0,1864.0
273,107.0,1968.0,1861.0
274,103.0,1984.0,1881.0
275,102.0,2036.0,1934.0
276,131.0,2072.0,1941.0
277,126.0,2052.0,1926.0
278,124.0,2065.0,1941.0
279,129.0,2045.0,1916.0
280,126.0,2065.0,1939.0
281,115.0,2097.0,1982.0
282,110.0,2106.0,1996.0
283,143.0,2126.0,1983.0
284,174.0,2149.0,1975.0
285,181.0,2213.0,2032.0
286,197.0,2344.0,2147.0
287,143.0,2240.0,2097.0
288,141.0,2288.0,2147.0
289,203.0,2256.0,2053.0
290,217.0,2241.0,2024.0
291,200.0,2183.0,1983.0
292,176.0,2169.0,1993.0
293,185.0,2232.0,2047.0
294,190.0,2309.0,2119.0
295,203.0,2348.0,2145.0
296,203.0,2364.0,2161.0
297,198.0,2393.0,2195.0
298,210.0,2354.0,2144.0
299,220.0,2363.0,2143.0
300,222.0,2405.0,2183.0
301,222.0,2370.0,2148.0
302,233.0,2352.0,2119.0
303,237.0,2359.0,2122.0
304,266.0,2433.0,2167.0
305,323.0,2503.0,2180.0
306,336.0,2520.0,2184.0
307,334.0,2521.0,2187.0
308,377.0,2566.0,2189.0
309,378.0,2641.0,2263.0
310,189.0,2501.0,2312.0
311,201.0,2567.0,2366.0
312,186.0,2536.0,2350.0
313,175.0,2493.0,2318.0
314,194.0,2547.0,2353.0
315,217.0,2663.0,2446.0
316,231.0,2792.0,2561.0
317,184.0,2892.0,2708.0
318,203.0,2855.0,2652.0
319,202.0,2857.0,2655.0
320,164.0,2760.0,2596.0
321,131.0,2650.0,2519.0
322,151.0,2658.0,2507.0
323,170.0,2737.0,2567.0
324,131.0,2601.0,2470.0
325,133.0,2540.0,2407.0
326,150.0,2506.0,2356.0
327,142.0,2456.0,2314.0
328,148.0,2405.0,2257.0
329,150.0,2274.0,2124.0
330,155.0,2307.0,2152.0
331,159.0,2287.0,2128.0
332,161.0,2198.0,2037.0
333,182.0,2235.0,2053.0
334,191.0,2267.0,2076.0
